content,score,category
setelah update gak bisa di buka why,3,neutral
ini aplikasi kok makin ke sini loding buka awalnya kok lama ya,3,neutral
seru banget dan lebih cepat,5,positive
pelayanan memuaskan,5,positive
etdah ini knapa wonder ga bisa di buka sama sekli per tanggal mental mulu,1,negative
tolong dong ini aplikasinya diperbaiki masa sering bgt dlm proses peningkatan system dll lah padahal kadang lagi butuh angkat karna urgent tapi harus nunggu lama karna ada perbaikan lah peningkatan lah dll gila masa nunggu juga harus lama tolong ya next nya lebih diperhatikan jangan keseringan dalam proses peningkatan system trimaksih,3,neutral
setelah saya menggunakan aplikasi ini ternyata transaksi nya mudah dan pelayanannya cepat bagus banget,5,positive
saya mau buka aplikasi wonder lama bgt satu menittolong dong jadi malu saya kalau mau byr lelet,4,positive
untuk kelancaran transaksi bisnis saya sangat membantu kerja siang malam pembayran tidak pernah terhambat program bni untuk transaksi luar biasa harapan kami dan teman keluarga bude pak de tetangga depan blkang samping bni harus bisa lebih maju dan peningkatan traksaksi yang lebih muda semoga kami nasabah bni telah menggunakan program ini lebih dari tahun cukup puas puas semoga dgn ridho alah baik karyawan dan nasabah di berikan rezeki dan kesuksesan serta keluarga bahagia selalu,5,positive
mantap cepat akurat,5,positive
saran saja ketika ada perbaikan sistem di jam yang salah seharusnya kalau ada perbaikanpengoptimalan di jam malam jadi tidak mengganggu transaksi nasabah di siang hari,3,neutral
masih enak aplikasi mobile banking yang lama mutasi rekeningnya jelas debit dan kredit ini mutasi rekening hanya yang keluar dan masuk tidak ada keterangan sisa saldo rekening koran dan masih lengkap mobile banking nyesal saya pindah ke wondr,3,neutral
buruk sekali aq gak bisa transaksi pakai bni yg lama aq kok ada himbauan download ini ehgak bisa login saat foto sesi habis malah butuh banget tf kesalin deh lama lama,1,negative
masih belum bisa di buka selalu minta akses aksebilitas di nonaktifkan padahal waktu di periksa di pengaturan hp semua di menu aksesibilitasnya sudah mati,2,negative
data sudah benar tiba gagal buka rek dan loding lama ap harus daftar ulang tolong perbaiki aplikasi nya dan data saya ad di situ saya tidak mau data di salah gunakan,1,negative
nyesel udah instal aplikasi ini gaada mobile tunai masa bagusan aplikasi lama lengkap ini apaan kalo lupa bawa kartu debit jadinya udh deh gabisa ambil uang di atm tau gitu tetep pake aplikasi lama aplikasi belum mateng kok udh di luncurin gini sih bukan mempermudah malah mempersulit,1,negative
mengerikan pakai apk ini uang kepotong tapi tidak masuk ke bank yg di tuju siap siap aja tlp cc dengan pulsa minimal rb proses hari kerja yang uangnya paspasan jangan deh ngeri,2,negative
pertama download bni ebanking bisa setor tunai tapi susah tarik tunai tapi sudah hari tidak bisa setor tunai disuruh pindah ke wondr by bni setelah di download tak juga bisa setor tunai juga aplikasi masih tahap pengembangan aduh ancur auto pindah aplikasi,1,negative
ini apdate app baru bukannya kasi solusi malah nambah masalah verifikasihnya susah bnget slalu error parah,1,negative
verifikasi wajah ribet ngulang terus mau login juga ribet jadi suka lupa password,1,negative
dengan wondr semua jadi mudah,4,positive
sudah daftar untuk buat rekening di sini info nya bisa langsung cetak kartu atm via mesin digi cs nyata nya untuk cetak kartu atm di arahkan lagi ke cs harus ikut antri lagi seperti biasa buat rekening baru di bank bukan nya simple dan episien waktu malah buang waktu ga tau bank nya apa dari apk wonder nya yang kurang bagus lokasinya bank bni cikarang jln yos sudarso,1,negative
kenapa loadingnya kok lama sekali yah sudah pake paket data halo dan wifi lalu berikutnya kok fiturfiturnya sepertinya blm lebih baik dr versi platform sblmnya ini bni lg knp sih,1,negative
setiap mau bayar qris selalu gagal loading zaman udha canggih tp aplikasi nya gak sat set lebih bagus aplikasi bni yg dulu,1,negative
serba mudah dg aplikasi ini,5,positive
terlalu ribet saat verifikasi wajah nya suruh buka mulut suruh tengok atas kiri kanan sudah coba beberapa kali tetep gk bisa harus di coba besok lagi karna sering salah perhatikan hal kecil ini karna berdampak besar kedepannya,3,neutral
mantap cepat dan keren,5,positive
perbaiki dong masa seminggu ga buka app tiba tiba suruh login lagi kalo loginnya ga ribet si oke ini tiap login harus scan ktp terus ayolah masa tiap minggu harus melakukan tindakan yang sama secara berulang kalo posisi butuh dan kepepet ternyata ga bawa dompet gimana apa ga bingung,2,negative
sangat mudah tuk segala transaksi,5,positive
banyak ganguan worder ya kacau bni tiap ada penting mau tf selalu ga kebuka ini saya ada poto ya tolong d perbaiki lagi tiap jam c wonder ganguan mulu,3,neutral
sudh bgus tp tambahiin bonusnya buatt pelangan yg sriing transaksihehehe,5,positive
sering error mana berat juga gak ada kalimat laporan transaksi dari pengirim gak ada fitur terima dana di qrisnya kaya bni mobile banking,3,neutral
sangat baik sekali,5,positive
agak merepotkan di bagian laci semua transaksi habis scroll dari bawah ke atas laci bagian semua transaksi mesti ikut keseret kebawah jdi otomatis ketutup bagian semua transaksi jadi harus buka lagi ngulang scroll dari bawah buat cek riwayat transaksi bulanan,3,neutral
semoga bisa segera di upgrade lagi mengenai beberapa fitur yang ada di bni mbanking tapi ga ada di wondr kayak fitur mobile tunai tarik tunai di wondr cuma tersedia di atm bni aja ga bisa tarik tunai di alfa ga bisa setor tunai juga di app wondr jadi sampe sekarang masih punya aplikasi mbanking karna lebih proper tp untuk notif keluar masuk tanpa buka app udah bagus sih wondr ditunggu sentuhan barunya,3,neutral
ini aplikasi d buka pake data seluler k g bs payah gmn kalau lg d luar jangkauan wifi trs kita mau transaksi payah,5,positive
wonder keren penuh tampilan yang segar dan milenial melalui kemudahan fitur cepet simpel dan tidak pake ribet,5,positive
lumayan tapi terkadang kalau jam malam susah narik,3,neutral
untuk transaksi mobile tunai tarik tunai tolong kode otp sebaiknya sudah harus via wa jaman sekarang hampir semua pengguna smartphone tidak lagi menggunakan pesan singkat sms terimakasih,3,neutral
seneng banget gk repot ke mana dri rumah bisa langsung tf membatu banget,5,positive
lebih suka yg lama wondr keterangan berita gak muncul di rincian transaksi,3,neutral
apk dibuka lama sekali,1,negative
seharusnya kalo mau tarik tunai pakai wondr otp nya kirim ke wa saja kenapa harus pakek sms soalnya sekarang jarang ngisi pulsa lebih ke paketan tolong ya admin di permudah biar kayak sebelah lewatnya wa gmail,3,neutral
diaplikasi wondr ini terkadang transfer menggunakan bi fast tidak bisa ke rekening tertentu sedangkan di aplikasi bni mobile banking bisa transfer bi fast ke semua rekening tolong untuk di perbaiki lagi,3,neutral
kurang bagus dalam aplikasi transaksinya dan tidak ada tabungan tapenasmasih bagusan bni mobile,1,negative
pas dibuka langsung force close ada tulisan wondr by bni terus berhenti sudah di reinstall sama saja,3,neutral
fiturnya masih kurang lengkap beda sama apk biru baru launching sdh lengkap mereka jadi next ya fiturnya di tambah lagi ya mempermudah cust makasih,3,neutral
tambah in promo yang banyak donk,5,positive
apk ini sangat membantu untuk mentransfer uang di bank apa saja,5,positive
apk nya jos tpi agak delay,3,neutral
tolong di tambah fiturnya sudah ada rdpusbn di tambah sahamemas digital,5,positive
tak kasih bintang satu dulu aplikasi belum siap malah mempersulit nasabah yg mau cetak rekening koran harus ke kantor cabang terdekat tidak bisa online lewat wonder,1,negative
selama bulan maret aplikasi ini suka error gak jelas,3,neutral
laporan mutasi rekening kenpa tanggalnya lengkap hanya smpe tgl setiap bulan ny itu pun bru bs diliat stlh tgl mohon untuk di update,3,neutral
saya sudah instal aplikasi wondr by bni saya tapi ketika saya ingin masuk ke aplikasi tersebut kenapa tidak bisa admin rusak aplikasi kalian ini kemudian saya coba login dan saya harus mengulang dari awal saya menggunakan aplikasi inicapek saya harus berpose di depan hp ini untuk login aja,1,negative
kenapa ya saldo sering berkurang walau tidak ada transaksi,3,neutral
daftar tidak bisa verifikasi wajah,3,neutral
susah banget registrasinya udah ditahapan masukan password juga masih gagal registrasi mana percobaan maks cuma kali doang lagi udah gitu nunggu hari berikutnya iya kalo jadi lah kalo gagal okelah kalo buat keamanan tapi minimal sedikit dipermudah buat orang yang emang butuh aplikasi kek gini,1,negative
cepat dan mudah,3,neutral
saran saja ketika ada perbaikan sistem di jam yang salah seharusnya kalau ada perbaikanpengoptimalan di jam malam jadi tidak mengganggu transaksi nasabah di siang hari,3,neutral
aplikasi keren satset no drama mksih bni wondr,5,positive
sebenarnya tampilannya lebih cantik dan menarik tapi mohon maaf fiturnya kurang lengkap kalau bisa menampilkan informasi keterangan pada mutasi transaksi masuk yang ada hanya keterangan dari mana tp catatan keterangan transfernya tidak ada tidak seperti aplikasi bni lama,3,neutral
aplikasi ini bagus bahkan keluar notif dan transaksi cepet banget cuman ada sedikit keluhan bapakibuk dev untuk aplikasinya terlalu sering crash dan tidak bisa dibuka bahkan sering stuck di logo awal mohon dan bila berkenan untuk diperbaiki lagi bapak ibuk terimakasih,3,neutral
mudah dan cepat,5,positive
sering perbaikan itu sangat mengganggu apalagi mau lakukan transaksi punya saya ngga bisa buat tf vt account ke shopee keterangannya kami sedang perbaiki terus sampe sekarang ngga pernah bisa buat tf vt account ke shoppe,1,negative
ribet aplikasinya hrs sering updateandai saja tdk kerja sama dgn perusahaan tmpat sy bekerjasudah lama di uninstal aplikasi ini,1,negative
udah lama pake mbanking bni sampe akhirnya ada wondr by bni saya makin suka karna tampilannya lebih keren dr yg sebelumnya,5,positive
bagus aman cepat pokok nya mantap,5,positive
aplikasi nya selalu bermasalah sering mengalami perbaikan karena perbaikan jadi ga bisa pakai qris buat malumaluin ketika beli makanan makanan udah disiapkan lalu mau bayar qris nya gabisa karena ada perbaikan kan buat malu soksokan mau buat mbanking bagus tapi belum siap,1,negative
sulit banget daftarnya buka mulut sudah kedip sudah tapi gabisa masuknya bni udah ga bisa buat pembelian solusi dong,3,neutral
baru instal sudah tidak bisa karena sistem maintenance padahal teman mendownload bareng solusinya bagaimana,3,neutral
di perbaharui lg untuk verivikasi wajah,1,negative
sekarang wondr terlalu banyak perbaiki saya jdi kebingungan ketika mau bayar trans padang pakai qr ketika tiba perbaikan tanpa pemberitahuan harusnya kalo mau perbaikan diberitahu dulu pemberitahuannya jdi kami bisa prepare bawa kartu atau gmn nya,3,neutral
kenapa ini gak bisa transfer eror mulu alasannya tim kami sedang dalam perbaikan,3,neutral
detail uang masuk tidak ada seperti bni mobile,3,neutral
menu untuk bayar biaya pendidikan kaga ada kalo da bni mobile malah ada menu pendidikan udah ada tapi kok lucu ya pilihan perguruan tingginya ga adahanya ui doang,3,neutral
sering gangguan apalagi sedang ujan makin parah sering bgt gangguan apalagi di tanggal orang mau gajian maintenance terus,1,negative
segera adain cardles di wonder atau kalo masih lama tolong di apk lama jangan di tutup sepihak nyusahin loh udah di atm mau setor gak bawa atm malah apk gak ada yg bisa cardless bni nya kesal sama satu lagi tolong mutasi rekening di sertai saldo awal dan akhir seperti aplikasi bni mobile,3,neutral
maintenance lama banget masa iya udah jam lebih gak kelar mending aplikasi bni mobile,1,negative
saya sangat terbantu dengan ini,5,positive
saran aja tolong aktifin kartu debit fisik harus nya di aplikasi masa harus ke kantor cabang itu perlu banyak waktu buat orang sibuk bank lain udah bisa aktifin kartu di aplikasi tolong di perbaiki lagi bank bni terimakasih,3,neutral
mempermudah transaksi keuangan saya,5,positive
bagus mantapp untuk transaksi,5,positive
untuk transaksi e wallet shopee pay pakai wondr malah ada limitnya jt waktu pakai m banking malah gak ada limitnya,1,negative
verifikasi wajah buat emosi saja gagal terus sudah ikuti panduan sama saja masih lebih baik aplikasi yang lama huft,1,negative
setiap tutup aplikasi pas buka bukan halaman login tapi halaman utk pertama kali masuk akun tiap buka aplikasi harus foto ktp,1,negative
aplikasi gak berguna verifikasi wajah gak berhasil terus padahal cahaya udah cukup perintah udah di laksanain buka mulut lah kedipin mata lah tetep aja gak berhasil lain kali kalau bikin aplikasi di coba dulu jangan asal di upload,1,negative
mantap ini mah semoga kedepannya bisa lbh baik lagi,5,positive
udah bagus banget sih aplikasinya gausah repot repot lagi ke bank buat transfer belanja jd lebih murah tampilan aplikasinya mudah dipahami buat ibu ibu seperti saya mantap bni good job,5,positive
disuruh nonaktifkan pengaturan aksesibilitas padahal sudah non aktif bahkan dari awal sudah nonaktif tapi tetap aja tidak bisa dipakai user redmi note pro,1,negative
aplikasi eror tidak bisa masuk terlalu susah untuk verifikasi masuk aplikasi awalnya dulu bagus sekarang kenapa susah menggunakan aplikasi wondr ini,1,negative
sering banget error,3,neutral
tolong di update app nya harus berapa kali saya verifikasi email tetap tidak mau verifikasi padahal sudah benar no otp nya,1,negative
sudah downlod tapi susah amat verifikasi wajah gagal terus padhal tak tak ikuti panduannya sampe skrg belum bisa masuk,3,neutral
ini aplikasi seperti belum siap untuk di gunakan tapi sudah di luncurkan jadinya terlalu sering error dan maintenance,1,negative
aplikasinya luar biasa cepet aman dan mudah abis transaksi transfer antar bank saldo lgs terupdate keren cuuyy,5,positive
sangat membantumudahbermanfaat,5,positive
bagus cuma sering lola dan aplikasinya,4,positive
saya baru instal aplikasi ini aplikasinya simple dan praktis fitur aplikasinya memudahkan saya untuk bertransaksi dan transfer kemanamana jadi ga perlu ribet keluar rumah lagi tinggal buka aplikasi ini aja terimakasih wondr by bni,5,positive
apk nya bagus tapi dikit sistem eror apalah rusak disaat kita lagi butuh tolong itu di perbaiki biar ngk eror truslebih bagus mengunakan mobile banking apalah wonder nih,1,negative
sangat disayangkan nomor rekening baru ga bisa di save dan ketika melakukan pembayaran pdam dan listrik nomor pelanggannya juga ga bisa di save jadi ketika melakukan pembayaran harua masukkan lagi nomor pelanggannya jadi ribet,3,neutral
halo kartu kredit bni visa saya sudah sampai dari tanggal tapi di aplikasi masih diantar kurir tolong di perbarui,4,positive
sangat mudah bertransaksi,5,positive
semakin banyak menu dan memudahkan dalam transaksi,5,positive
mempermudah banget buat transaksi keuangan dan beli beli kebutuhan jadi lebih sat set pakai wondr,5,positive
top up ke tapcash jam blm masuk saldo pdhl status berhasil,3,neutral
prtama kali transaksi pakai wondr transper gagal terus notif melebihi limit transaksi coba hari berikutnya hasilnya tetap gagal notif melebihi limit transaksi dimana pengaturan limit seperti tidak berpungsi,3,neutral
lebih enak pakai bni mobile banking saya bendahara kegiatan di kantor saya jika pakai bni mobile banking pegawai bisa tau rincian nama kegiatan yg masuk sedangkan wondr hanya dri ada rincoan rekening pengirim dan nominal uang jadi teman mengeluh karena tidak bisa cek sendiri di aplikasi sudah uninstall wondr mau pakai bni mobile lama tpi tidak bisa error terus waktu mau login,3,neutral
susah banget verifikasi wajahtoleh sana sini kedip mata ribet bangetkalau belum siap gak usah buat aplikasihapus aja lama lama ni aplikasi bagusan juga bni mbanking,2,negative
ada app ini gak perlu install app yg sebelumnya krna yg sebelumnya ribet dah skrng dah jd lebih praktis dan mudah banget buat bertransaksi,5,positive
ajib pokoknya trimakasih wonder by bni,5,positive
cara daftarnya mudahbisa buat rekening via online hasilnya pun cepatdan fiturnya memudahkan aku untuk transaksi juga jd lbh cepat krna pake qris jd gk perlu ke atm lg buat ambil cashpembuatan atm nya pun jg mudah jd recomended buat yg gk punya waktu ke bank,5,positive
aplikasi banking yang sangat bagus fiturnya jg lengkap mudah digunakan,5,positive
duh terlalu sering lemot padahal sinyal aman aja ga bisa tarik tunai juga lewat aplikasi di atm,1,negative
pakai pembayaran qris error terus,1,negative
udh bbrp kali transfer ataupun topup saldo keterangan berhasil tp nyatanya transansi tdk berhasi bukan sekali atau dua kali namun berkali kejadian sprti ini pernah juga transaksi pakai kartu tp di histori tdk tercatat setelah bbrp hari baru tercatat di histori transaksi,2,negative
baru instal aplikasi ini tp berkali kali vermuk gagal mulumata disuruh berkedip udahdisuruh ngadep ke atas udah tp gagal maning jd malas,1,negative
sangat membantu ok bgt lah,5,positive
wonder nyusahin orng tok saya transfer ke bank lain saldo udh kepotong tapi belum nyampe ke rekening tujuan situasi penting jadi tertunda gara gara masalah sepele ginian,1,negative
layanan nya sangat memuaskan,5,positive
susah untuk login kembali dengan hp yang baru,3,neutral
saya sudah donlot tapi saat verivikasi wajah ribet dan ga berhasil kan auto bintang,1,negative
mantul ini aplikasi mudah dimengerti dan history completed,5,positive
bintang dulu soalnya tidak bisa melewati verifikasi email dan eror terus saat masukin kode otp sampai sekarang akun saya tidak bisa di gunakan karena tidak bisa melewati verifikasi email,3,neutral
sejauh ini baikterima kasih,5,positive
lebih lengkap fitur nya dan lebih edukatif,5,positive
saya sangat puas dengan pengalaman menggunakan wondr by bni karena aplikasinya memiliki tampilan yang modern intuitif dan mudah digunakan fiturfiturnya lengkap dan membantu saya mengatur keuangan mulai dari menabung bertransaksi hingga memantau pengeluaran dengan lebih praktis salah satu hal yang paling saya sukai adalah proses transaksinya yang cepat dan aman sehingga tidak perlu khawatir soal keterlambatan atau masalah teknis dengan wondr by bni saya merasa lebih terbantu dalam meng,5,positive
sudah bisa daftar dan login tapi sampai saat ini mau login lagi tidak bisa saat masuk langsung muncul syarat pendataran awal yg harus dicentang padahal sudah isi saat diteruskan centang dan lanjut tetap tidak bisa digunakan dengan notif sesi anda telah habis aneh masuk aja gabisa,1,negative
tampilan yang eyecatching friendly ditambah transaksi apapun gag pake lamawondr jadikan mauku sesuai yg kumau,5,positive
best lh pokok nya memudahkan segala urusan,5,positive
bagusmenambah berbagai fitur akan tetapi menghilangkan banyak fitur yg berguna juga seperti contoh nya mobile tunaiyang mana saat urgent dan membutuhkan dana cash tidak bisa tarik tunai,3,neutral
lebih ditingkatkan terutama fitur setor tunai lewat handphone,5,positive
sore kak ini kenapa wondr di hp saya aneh sekali ya cuma mau terbuka kalau sedang connect ke wifi saja tetapi tidak mau kalau pakai paket data selular sudah saya cek di settingan hp saya metode koneksi dengan wifi dan paket data selular aktif semua aplikasi yang menggunakan internet bisa menggunakan paket data selular kecuali wondr hape saya redmi note mohon dibantu kak susah juga kan kalau saya mau bayar apa apa tapi harus cari wifi dulu,3,neutral
apknya bagus tapi aku mau tanya kenapa uang saya sekian ribu jadi habis apakah wondr ini mengambil uang nasabah atau bagaimana karna saya lihat uang saya jadi sekian ribu tolong dijelaskan sekian,3,neutral
mudah nyaman dan terpercayaakses cepat sesuai keinginanterimakasih wonder by bni,5,positive
gangguan trus lagi dan lagi pdahal lgi butuh bgt transaksi tlg diperbaiki secepatnya agar bisa menyenangkan para nasabah,1,negative
kapan ada fitur setor tunai tanpa kartu,2,negative
sangat membantu dan aplikasi wondr stabil,5,positive
lebih cepat kirim uang nya,5,positive
kenapa sekarang untuk bayar pendidikan sulit selalu ada gangguan tolong di pebaiki,1,negative
susah dibuka muter muter mawon apakah aplikasi milik perusahaan negara mesti lemot,3,neutral
transaksi mudah sangat membantu,5,positive
mudah dan cepat,5,positive
verifikasi pin nya gagal mohon arahannyaterimakasih kasih,3,neutral
tolong dong aplikasi wondr nya agar bisa bisa tarik tunai tanpa kartu seperti septi bni mobile yang lama,3,neutral
sangat mudah digunakan,5,positive
kok aneh ya minta update tp di google play ga ada update an tapi dari getapps coba klik malah ada pesan jika update dari sumber manapun fungsi aplikasi mungkin berubah waduh gimana dong ini udah valid blm ya aplikasi wonder nyatolong dong di followup,2,negative
face recognition gagal terus herann padahal udah sesuai arahan bikin pusing aja aplikasi perbaiki dong bug kali tuhh masa gagal terus gak kayak yg lain gampang aja,1,negative
bagus bgtt dan sangat mudah untuk digunakan,5,positive
bintang dulu banyak fitur yg belum ada mohon d tingkatkan lagi,3,neutral
word paling terbaik deh,5,positive
mudah untuk semua transaksi,5,positive
sore kak ini kenapa wondr di hp saya aneh sekali ya cuma mau terbuka kalau sedang connect ke wifi saja tetapi tidak mau kalau pakai paket data selular sudah saya cek di settingan hp saya metode koneksi dengan wifi dan paket data selular aktif semua aplikasi yang menggunakan internet bisa menggunakan paket data selular kecuali wondr hape saya redmi note mohon dibantu kak susah juga kan kalau saya mau bayar apa apa tapi harus cari wifi dulu,3,neutral
verifikasi email kode tapi gak di kirim,3,neutral
semakin flexibel dan memudahkan nasabahkeren,5,positive
sebelum nya punya bni mobile mau upgrade ke wondr bnikata nya gak perlu datang ke bangmemang si sebelum nya daftarin punya temen bisatpi pas mau daftar akun sendiri malah gak bisa,3,neutral
kenapa kok punya saya gak bisa dibuka aplikasinya padahal sinyal full,3,neutral
mudah dan bermanfaat bagus semoga semakin sukses,5,positive
sangat mudahdan lebih mudamenggunaan wonder pokoknya keren bangetsemoga wonder bni sukses,5,positive
maaf sebelumnya kenapa mau login ga bisa terus dan harus pembaruan baru bisa masuk padahal belum sebulan udah perbaruan dan sering error tibatiba padahal sinyal masih bagus,1,negative
bagus n cepat transaksinya,5,positive
proses cepat dan nggak ribet,5,positive
aplikasi tolol verifikasi wajah sangat cacat dari bulan kemaren ngga bener sudah mengikuti semua persyaratan termasuk tidak menggunakan accessories tidak back light tetep aja kaga bisa,1,negative
aku kasih meski kadang error tibalayanan tidak tersedia,5,positive
sesudah di update lama proses login ini kenapa wonder ini tidak seperti bni banking tertulis ada sedikit kendala udah mau seharian gak bisa di buka wonder bni,3,neutral
maksimal tingkatkan keamanan dan kenyamanan pemakaiannya,5,positive
sangat baik prosesnya sangat memuaskan,5,positive
jaringan hp bagus tpi mau isi pulsa berkali kali gagal trus ribet bgt transaksi nya kalau gagal trus mau screenshoot pun gk bisa tambah repot aplikasi nya,1,negative
saya mau beli paket data dr td pagi tdk bs infonya sedang maintenance,3,neutral
mohon maaf dengan sangat untuk verifikasi wajah dengan kondisi saya saat ini dengan hanya ada satu jadi tidak bisa verifikasi karena diminta untuk verifikasi membuka kedua mata mohon di perbaiki terimakasih,3,neutral
malem kakak minimal saldo emang harus brapa ya gregetan bgt mau bayar tagihan saldo kurang terus pdhal lebih nya masih lumyan bnyak dri yg dibayarkan,3,neutral
baru daftar di aplikasi nya pas mau buka aplikasi malah balik ke syarat ketentuan aplikasi nya eror ni perbaiki dong,1,negative
tidak ada menu untuk melihat saldo pinjaman bni flexi di bni mobile sudah ada sehingga memudahkan saya untuk kepentingan laporan lhkpn di wondr tidak ada sehingga perlu effort lagi untuk meminta laporan ke bank transaksi autodebet pembayaran cicilan kredit flexy kenapa tidak muncul di mutasi rekening ya selain itu untuk rekening tabunganku juga tidak muncul padahal bni mobile banking ada,3,neutral
banyak fitur di bni mobile yg tidak tersedia di wonder aktivasi kartu luar begeri menu tarik tunai di indomartalfa history transaksi tidak ada nilai setelah transaksi mencari lokasi menu lebih susah tidak ada menu bantuan masih tetap harus memakai bni mobile meski sudah ada wonder terlalu banyak aplikasi jadinya,3,neutral
tiba tiba close terus lgin lagi pake verivikasi tp selesai vrivikasi malah gak bisa di pake udah ke cabang bni terdekat ttp gak bisajadi gmna ni bni,4,positive
duh susah verifikasi wajah pas bisa masuk lola apk nya padahal jaringan stabil enakan apk yg lama dari pada ini,2,negative
assalamualaikum min untuk menambah notifikasi bagaimana ya udah saya aktifkan semua tapi tidak ada notifikasi transaksi masuk atau keluar atau memang harus cek aplikasi untuk tahu ada transaksi masuk atau tidak,4,positive
efisiencepat dak lemot,5,positive
sederhana dan bagus,5,positive
aplikasinya bagus dan menarik transaksi menggunakan wondr begitu cepat dan mudah,5,positive
maaf mind sebelumnya mohon di tingkatkan lagi mind mau buka halaman login saja lama banget sudah di coba berulangkali tetap tidak muncul halaman login tolong segera di perbaiki ya mind kenapa tidak seperti apk lain yang cepat buka halaman loginnya terimakasih,2,negative
mau buat transaksi gak bisa kecewa banget pake aplikasi ini bank gede kok bisanya jam segini perbaikan system dari td siang smpe sore gakbisa transaksi mbanking kecewa sangat kecewa,1,negative
bug aplikasi klau login tolong diperbaiki lama banget stak di tampilan logo,1,negative
setiap mau login harus isi syarat dan ketentuan kemudian sesi sudah anda sudah berakhir begitu terus sehingga nggak bisa loginaplikasi yg lama mantap,3,neutral
aplikasi apaan verifikasi wajah gagal terus suruh liat bawah liat atas di coba puluhan kali ttp aja gagal taik,1,negative
mau log in gk bisa,5,positive
saya beli token kok malah duit diambil tpi token tidak masuk dan struknya tidak di munculkan apakah ini korupsi tolong perhatikan baik baik untuk aplikasi ini padahal di bni mobile tertulis uang transaksi yg sdh dilakukan,3,neutral
bagus dan cepat untuk bertransaksi,5,positive
saya ganti hp trus install ulang wonder tp ga bisa login malah d suruh bikin rekening baru,3,neutral
tolong ditingkatkan lgi masa limit top up shopee perhari masasih cuman jt sedangkan kebutuhan costumer penggunaan top up shopee khusus saya pribadi lebih besar limit nya tolong kebutuhan costumer berbeda minta tolong limit top up shopee perhari agar ditingkatkan lagi limit nya hak costumer tolong jngn di batasinterimakasih,2,negative
aplikasi yang sangat praktis mempermudah semua payment terutama untuk pembayaran cashless dan disertai dengan promo serta diskon sangat berguna dan banyak membantu,5,positive
laporan mutasi rekening kenpa tanggalnya lengkap hanya smpe tgl setiap bulan ny itu pun bru bs diliat stlh tgl mohon untuk di update,3,neutral
kenapa gk bisa masuk lgi ke wonder yasllu gagal,3,neutral
lebih fast dan bni mobile banking,5,positive
semakin dibuat ribet ajasy pertimbangkan tutup rekening untuk kedepannya jika ingin rubah konsep mending ganti aja aplikasi ebankingnya ndak nambahin aplikasi seperti ini,1,negative
fitur ui dan ux nya menarik praktis tidak meribetkan pengguna untuk melakukan transaksi dan juga mempermudah pengguna untuk transfer kemanamana bisa e commerce dan e wallet dan saya baru tau kalo saldo di mbanking bni saya masuk juga ke saldo di wondr by bni saya sarankan download aplikasi wondr by bni,5,positive
sebelum nya dah pk wondr bni terus ganti hp di hp yg sekarang jadi g bisa masuk lg selalu gagal ada keterangan anda belum masuk kreteria wondr gt dah brp x coba tetep gagal solusi nya,3,neutral
aplikasi wondr sangat keren memudahkan bertransaksi tampilan freshkeren bni maaf kalau aplikasi yang lama aku kasih bintang,5,positive
kenapa dari pagi tiap dibuka selalu tidak bisa tertulis fitur lagi tidak tersedia padahal mau transaksi berkali malah tidak bisa mohon solusi nya,2,negative
aplikasinya low respon kalo mau login,3,neutral
kalau hujan matikan kunci sidik jari login biometrik wondr juga kehapus percuma kalau login pakai pasword layar hp bisa diintip atau disadap,3,neutral
hy developer winderkenapa ya sistem wonder saya bermasalah padahal jaringan nya bagussngx ada bermasalah tolong di perbaiki secepatnya ya,3,neutral
aneh hanya aplikasi wondr by bni ini yang selalu force close di device saya aplikasi bni mobile yang lama aman saja tolong aplikasi bni yang lama jgn sampai di hapus lebih bagus aplikasi yang lama menurut saya lebih komplit untuk pengecekan mutasi dan lain lain terima kasih,1,negative
sering erorsampai sekarang ini pun masih error gk bs di bukajd susah kan saya mau buat blnja online dn untuk transaksi lain yatolong dong cpt di perbaiki lg,3,neutral
kenapa tidak ada fitur tarik tunai tanpa kartu trus tidak bisa beli token listrik karna membutuh kan nomer padahal biasanya nomernya dikira beli pulsa apa yaa dan bli pulsa dan paket hanya bisa nomer tertentu saja,1,negative
aplikasi jelek topup ewallet dana saja limitnya hanya jt belum lagi kalo malam dari jam sampai jam ga bisa bertransaksi sumpah kalo bukan insentif payroll bni malas bgt gw download,1,negative
lebih mudah lebih efisien pengaturannya dan cepat,5,positive
apk nya bagus tapi kenapa pas saya daftar ulang kok terjadi perbaikan apk nya ya,3,neutral
takut jg sih sudah instal pas daftar yg di minta data pribadi no atm plus sandi nya kata nya pihak bank tidak pernah meminta sandi atm ko di sini di wajibkan alhasil saya batalin daftar dan login nya,3,neutral
sejauh ini sih bagus pakai ini aplikasi tampilanya juga menarik semoga kedepan fitur menunya jadi lebih lengkap dan bisa dipakai semua dan lebih ditingkatkan lagi karena buat aku yg jarang bawa uang cash emg penting bgt pakai ini aplikasi ini,5,positive
susah untuk login kembali dengan hp yang baru,3,neutral
memudahkn transaksi dengan sangat aman dan praktis,5,positive
tolong transaksi dimunculkan berita nya jg dongseperti bni mobile jd kta tau keterangan setiap transaksi,3,neutral
jelek ga bagus jikalau ga sanggup memberikan casback ke pelanggan mending ga usah adain promo ada saldo aja ga bisa tarik tunai dan bayar pake qris aja gabisa uang mengendap di wondr bni,3,neutral
