content,score,category
"Untuk sampai dgn saat ini dibanding BNI Mobile Banking, masih lebih suka pake BNI Mobile Banking yg lama. Wondr by BNI kurang lengkap, di transaksi tidak muncul keterangan note/catatan transaksi yg biasanya ditambahkan ketika transaksi, menyebabkan saya kesulitan utk melacak transaksi apa yg sudah dilakukan, misalnya catatan : BAYAR PASIR DAM atau BELI BATAKO LUNAS 1000PCS... dst... Juga di keterangan Transaksi tidak lagi disertakan SALDO berurutan sesuai keluar masuk dana. Saldo hanya di depan.",3,neutral
"Mutasi transaksi tidak lengkap/rinci. Potongan pembayaran angsuran Fleksi tidak muncul. Sempat bikin deg2an karena saldo sudah menipis namun dari mutasi tidak nampak potongan angsurannya sehingga sempat berpikir dana hilang. Namun, setelah lihat di BNI Mobile Banking (aplikasi lama) ternyata sudah muncul mutasi pendebetannya. Selain itu saldo blokir pinjaman juga tidak nampak di aplikasi Wondr ini. Masih lebih baik aplikasi yg lama.",2,negative
"awalnya bagus,tapi lama"" malah Susah di buka aplikasinya.🙏",3,neutral
"Pemakaian baru semingguan, pas buka aplikasi lumayan lama loadingnya berbeda saat pakai bni mbangking. Pas transaksi pembayaran juga gagal terus, tapi untuk rincian keuangan lumayan oke. Semoga dapat ditingkatkan lagi, kebayang mau transaksi non-tunai, ehhhh aplikasi nya lama bangett di bukanya, kan ga lucuuu🫠",2,negative
Kalo masih ada bug dan lelet mending jgn full release. Ini 2x tiba2 harus registrasi dr awal. malah pengenal wajahnya busuk banget. 3x gagal ngenalin mata ngedip sampe akhirnya harus d coba besok lagi. Kalo begini susah jadinya kalo mau bayar2.,1,negative
"Sangat baguss banget sihh,lebih gampang, simpel dan juga mudah dalam transaksi,Tampilannya juga menarik. Tidak ribet juga saat verifikasi daftar nya, Mudah dlm penggantian email (tidak perlu k kantor cabang BNI ) saat email yg awal udh gak aktip🤗sangat puasss sekali untuk pembaruan aplikasi nya",5,positive
"Aplikasi aneh, susah login, pakai data ataupun wifi tetap susah login. Setelah login, ada notif ""Terjadi Masalah"". Kalau belum siap bikin aplikasi, mending jangan dibikin, buang2 paket dan waktu aja. Ini yang bikin nama Besar BNI jadi tercemar. Auto Uninstall",1,negative
Setelah pakai wondr bbrp bulan sering sekali Error ya... Selalu muncul Pesan : Ada sedikit Kendala.... Tim sedang memperbaiki... Silakan coba lagi.... (setelah dicoba bbrp x ya sama saja). Sebaiknya Jika masih banyak perbaikan dan pengembangan tidak mengganggu kenyamanan nasabah.... Akhirnya saya Download lagi versi Orange. Penempatan menu cukup baik lebih cepat.(Apa karena baru).,3,neutral
"Sejak update 16 oktober, aplikasi malah jadi susah sekali dibuka... maaf sedang ada gangguan Seperti itu terus.. Kendalanya: tiap kali mau login itu aplikasinya lama banget kak.. trs nanti muncul notice : ""Ada Sedikit kendala, Tim Kami lagi perbaiki, yuk coba lagi!"" Begitu terus kak... jd hrs dicoba berulang kali, kalo tidak ya ditunggu sampai bisa terbuka. Sudah coba unistall dan install kembali ya tetep sama.. Sebelum di update itu aplikasi lancar cepat sekali aksesnya.",1,negative
"Sudah bagus lebih simple... Tapi sering bug, aplikasi nggak bisa dibuka, selalu tdk bisa dibuka kalau nggak pake wifi..di daerah2 tertentu misalnya nggak bisa kebuka sama sekali pas mau bayar2 belanjaan ahhhh nyusahin nggak bisa di andalkan. Beda BNI Mobile signal jelek pun masih bisa kebuka.. syukur belum ta uninstall BNI mobileku... Perbaiki lagi donk.. 😓",3,neutral
Masukan penting 1. Notif keluar selalu ada tapi notif uang masuk selalu sangat telat dan bahkan kadang tidak ada.. Sebagai pelaku bisnis ini sangat tidak nyaman karna pelanggan transfer DP tidak ada notif nya dan di histori juga saldo masuk tidak ada.. 2. kemudahan juga masih mudah di bank sebelah tentang beli pulsa dan token listrik. Semoga lebih di tingkatkan lagi kedepan nya agar pelanggan tetep betah pakai.,3,neutral
"Fitur masih sering bermasalah. berulang kali mau top up e-wallet Dana tapi selalu gak bisa dengan alasan sistem bermasalah. Menu transfer juga gak seperti BNI Mobile Banking yang dulu yang lebih mudah dan gak ribet. Di wondr mau transfer lama proses transaksinya, terkadang sering gagal. Paling malas saat ada keperluan di kantor pos dll yang perlu transfer, mempersulit. Menyesal sekali pakai Wondr, bagus aplikasi yg lama. Kalau sistem belum bagus, mending jangan terburu2 launching apk baru.",3,neutral
"Verifikasi wajah susah sekali, udah dekatkan sama jauhkan wajah, toleh kiri kanan juga masih gagal. Satu lagi ini apklikasi kalo lama ga dibuka kereset lagi (daftar ulang) yang prosesnya saya selalu stuck di verifikasi wajah!!. Untuk fitur aplikasi udah oke, kita bisa lihat insight perbulan kita, dll",1,negative
"Tolong ini setiap kali mau buka aplikasi loadingnya lama banget, bikin kesel apalagi kalo lagi buru2, padahal jaringan juga bagus, aplikasi BNI yang sebelumnya nggak kaya gini padahal.. Yang sebelumnya itu klo buka aplikasi ya langsung muncul opsi ""login, dll"" tapi aplikasi yang baru ini lemot banget. Untuk fitur sebenarnya udah bagus, tapi tolong dong di tingkatkan lagi gmn biar gk loading lama tiap masuk aplikasi. Thx",3,neutral
kak kenapa ya ko wondr by BNI saya susah di akses terus menerus butuh verifikasi tambahan terus kenapa ya ka tolong di bantu🙏,3,neutral
sangat membantu dan lebih mudah melakukan transaksi dengan wondr,5,positive
"Bintang 2 dlu, kalo udah ditingkatin di update. Padahal udah keren, cpet apk nya. Tp masih banyak yg perlu ditingkatkan. Detail note transaksi tdk ada spt di bni mobile padahal sangat penting, riwayat saldo stelah transaksi tdak ada. Katanya super app buat gantiin bni mobile, harusnya fitur2 penting dr bni mobile nya masih ada dong. Terpaksa saya instal lagi bni mobile, pdhal udah saya hapus 🥲",2,negative
"RIBET..ketika sdh login gak otomatis langsung migrasi dari rekening lama, malah di arahkan buka tabungan baru..jadinya di aplikasi ini malah no.rek baru..bukan yg lama..bingung juga cara merubahnya...udah gitu dari penampilan & Covernya juga kurang menarik terutama dari pilihan warnanya..masih bagus yg aplikasi lama",2,negative
"Mengalami kemunduran dari BNI Mobile.!!! Di BNI Mobile, setiap transaksi bisa dilihat Jurnal debet kredit & saldo. Lah ini cuma pengeluaran aja. Saldonya tidak langsung di display kan pada jurnal... Sepertinya akan ramai2 Delete Aplikasi Mobile. Karena BSI juga seperti ini. Tak ada Jurnal. Semoga BNI. Kembali Ke tranparansi Jurnal mobile terhadap Customer. TrimaKasih.",1,negative
"All transaksi terlihat (debet; kredit) , rekening bni / bank lain terlihat, di menu transaksi, info rekening, semua rekening : inovatif dan sangat transparan. Menu liat aset (rangkuman) sangat menarik, tambah semangat untuk buka rekening baru dan optimasi aset. Menu insight sangat menarik, monitoring yang di simplified. Jika ada surplus langsung deh buka rekwning baru di menu growth. Wondr by bni : complete and simple",5,positive
"Halo bni, mau kasih saran aja. Mungkin bisa tampilan history transaksinya di samain seperti di app mbanking lama, jd ada sisa saldo setelah transaksi baik debet / kredit (di bagian kanan), bukan hanya nominal debet / kredit aja yang di tampilkan. Notifikasi transaksi saja ada sisa saldo setelah transaksi, masa' di history malah tidak ada. Terima kasih",3,neutral
"Aplikasi jelek, programmer nya dibayar murah kali ya? Bug nya banyak banget, kadang gabisa dibuka lah, kadang gabisa login lah, data transaksi sering ga muncul lah. Apa apa gabisa, ga kek aplikasi LIVIN by mandiri yg udh sempurna. Ini wondr cacat parah",1,negative
"belum terlalu optimal namun iklannya sudah seperti layak pakai, sedangkan masih banyak fitur yang ada di BNI Mobile Banking yang lama belum diaplikasikan di Wondr ini, mungkin fitur yang saya harap segera diaplikasikan (dan dibenahi) di Wondr yaitu mobile tunai (tarik tunai tanpa kartu). Kelebihannya yaitu secara UI nya menjadi lebih baru dan fresh, semoga bisa ditingkatkan lagi dari kualitas layanan serta fungsi aplikasinya",3,neutral
"Sudah menggunakan aplikasi wondr, dimenu bayar &beli pulsa dan paska bayar tidak ada menu pilih operator, apa harus di ulang instal. Transaksi favorit yang sebelumnya ada di aplikasi bni mobile pada hilang. Intinya masih belum mengakomodir transaksi seperti di bni mobile Mohon informasinya",4,positive
"Semenjak pembaharuan terakhir, jadi susah dibuka apk nya. Loadingnya lama banget padahal jaringan bagus, apk yang lain juga bisa dibuka, cuman wondr by bni aja yang loadingnya lamanya kebangetan. Padahal sebelum²nya bagus dipake, lebih mudah dan fleksibel buat login atau mau bayar qris, tapi sejak pembaharuan terakhir jadi kek gini apk nya, jadi susah dibuka.",3,neutral
"Tampilan awal nya sangat bagus, untuk aplikasi nya lebih terinci pemasukan sama pengeluaran, aktivasi nya juga gampang sekali, kelebihan nya bisa meriset pin ATM, transaksi jadi lebih mudah dan gampang menggunakan wondr by bni.",5,positive
"Saya sangat suka antarmuka pengguna (UI) aplikasi Wondr oleh BNI. Desainnya bersih dan mudah dipahami, jadi saya bisa dengan cepat menemukan apa yang saya butuhkan. Navigasinya lancar, warna dan teksnya nyaman di mata, dan aplikasi ini sangat responsif. Pengalaman pengguna sangat menyenangkan",5,positive
"Loading aplikasi lebih cepat. Tampilan lebih menarik. Menu tarik tunai, mutasi auto debit, menu report asuransi bni life, dan menu update mutasi pinjaman tdk ada. Sy yg belum familiar ato memang sistem yg baru menghilangkan menu tsb?",2,negative
"Saya baru instal hari ini karna rekomendasi dari teller bank BNI. Tp sewaktu saya mau transaksi transfer dan topup ewallet malah gak bisa. Tolonglah di perbaiki apknya. Untuk interface dan ui nya udah bagus si, tp kegunaannya masih harus diperbaiki. Thx",2,negative
"- Fitur masih belum banyak,. seharusnya fitur penting seperti tarik tunai tanpa kartu disediakan (kayak sebelah 'lancar') - Lalu loading nya lumayan lama, - Transfer(dana minumum yg tinggal di rekening) ketika pilih nominal seharusnya ada alert 'dana tidak mencukupi', sebelum tf itu di beri peringatan. (Masa iya ketika sudah tf harus gagal dulu, baru di kasih notifikasinya)",3,neutral
"Waduh banyak menu pilihan di aplikasi yang kepangkas tidak lengkap kayak tarik tunai tanpa kartu di atm tidak ada banyak lagi padahal itu penting bila lupa lagi keluar tanpa bawa dompet... wah tolong menu tarik uang tanpa kartu atm segera di tambahkan dan menu"" fitur yang ada di aplikasi bni yang lama. Aplikasi baru kok sedikit fiturnya.🤦🏻‍♂️",3,neutral
"Aplikasi baru tp malah sering gangguan. Saat dibutuhkan utk pmbyran malah error, pdhal sinyal bagus dan kuota msh banyak. Fitur2 kurg user friendly dan masih kalah lengkap drpd bni mobile banking. Ga tau apakah ini maksudnya inovasi atau apa, kok masih banyak kekurangannya. Mhn jd koreksi dan masukan utk tim developer aplikasi.",1,negative
"aplikasi bahlul,sering eror dikit dikit perbaikan system,klo belum siap jangan terbitin donk,mending mbanking bni yg lama lebih lengkap fiturnya cuma kekurangannya fitur saldo g bisa lsg berubah otomatis setelah transaksi,fitur transaksi tarik tunai tanpa kartu jg g ada,lemot juga",2,negative
"Secara umum sudah lebih smooth & lebih baik dari BNI Mobile Banking. Mohon segera dilengkapi fitur yang sudah ada di BNI Mobile di wondr by BNI terutama Setor/Tarik Tunai & Pembayaran Uang Kuliah, masalah Verifikasi terutama Kedip Mata, fitur Insight nya tidak akurat/ banyak catatan yang tidak tercatat/terlewatkan, screenshoot yang tidak bisa & bug lainnya yang mengganggu. Ditunggu versi baru nya, jika sudah di improve bintang nya Saya naikan dari 3 ke 5. Terimakasih",3,neutral
"Saya sudah update yg versi terbaru, tapi malah membuat aplikasi wondr ini cuma muncul bagian depannya saja, tdk dapat di lgsg login, harus selalu restart terus kalo mau pakai, ini jd mirip aplikasi mobile banking bank bumn satunya, kasusnya spt ini,padahal HP sy baru seri Samsung A55, memori msh cukup banyak sisa, sinyal kuat,pulsa ada. Kalo versi sebelumnya yg baru ini malah bisa lgsg login cepat tanpa kendala krn pakai sidik jari. Yg versi baru ini malah terkendal itu terus kyk ngadat ngambek",2,negative
"Tampilan baru yg menyegarkan, pada awalnya terdapat kendala saat verifikasi wajah saat mata diminta berkedip, tp setelah dicoba lain hari, cuma diminta gerakan kepala ke atas saat verifikasi wajah langsung sukses, Alhamdulillah. Dan masih ada kendala lg, mutasi rekening tidak bisa seperti BNI mobile, misalnya mutasi seperti Jasa/Bunga tabungan, biaya kartu dan administrasi tidak muncul. Mohon dibenahi dulu, dan menunya belum selengkap BNI mobile yg bisa bayar biaya pendidikan. Terimakasih",5,positive
"Sebenarnya ini aplikasi bagus, lengkap, ringan & responsif. Mungkin yang perlu ditingkatkan lagi masalah verifikasi wajah pada waktu mendaftar terutama bagian mengedipkan mata sering gagal dan aplikasinya tidak bisa di screenshot. Mohon dilengkapi juga koneksi e-Wallet nya jangan hanya LinkAja. Terimakasih",3,neutral
"Untuk upaya optimalisasi layanan patut diapresiasi dgn adanya aplikasi Wondr ini namun perlu jg menjadi catatan agar hal-hal yang saat ini ada pada mobile banking BNI jangan sampai hilamg fiturnya, antara lain yg sudah Saya temukan : 1. menu simpan data ID pelanggan pada pembelian token listrik, wondr belum akomodir 2. Informasi transaksi tidak sedetail pada app BNI mobile, pada wondr hanya muncul ketrngan singkat tanpa ada keterangan lain sehingga nasabah tidak tau informasi transaksinya Tks",4,positive
"Maaf, mungkin sebaiknya di halaman riwayat transaksi bisa ditampilkan rincian keluar-masuk saldo secara lengkap. seperti kredit, debit, dan total saldo. Jadi pengguna bisa mengetahui jumlah saldo sebelum dan sesudah melakukan transaksi. Sama seperti di aplikasi BNI Mobile Banking👍. Kalau hal ini belum ditingkatkan, ada kemungkinan pengguna akan lebih nyaman melakukan transaksi di aplikasi lama, BNI Mobile Banking. Terimakasih🙏",3,neutral
"Masih lebih suka pake BNI Mobile App. Proses login lebih praktis krn hanya memasukan 6 pin. Untuk login wonder wajib masuk password yg mana sering lupa krn bnyk kombinasi. Stelah lupa password wajib foto identitas pula. Gak bisa sambil rebahan.... Overall masih lebih bagus BNI Mobile. Wondr cuma menang tampilan, tapi secara fungsi masih lebih bagus BNI mobile. Maaf saya harus Uninstall Wondr nya",2,negative
"Fasilitas cek Mutasi rekening koran (informasi pengeluaran, penerimaan dan saldo) seperti yg aplikasi MB yg sebelumnya tidak ada ada lagi, di wondr yg ada hanya riwayat transaksi saja yg tidak bisa di download serta di share, yg bisa di download hanya riwayat per transaksi saja. Kesimpulannya lebih komplit yg aplikasi MB yg lama.",2,negative
"Aneh banget!!! Saya transfer untuk pembelian tiket tertulis ""transaksi gagal"" tapi saldo saya berkurang. Admin udah di email dan kontak person cuman both aja terus yang jawab. Mana aku cek di riwayat transaksi cuma besaran uang keluar aja yg bisa di tracking untuk besaran sisa saldo pertransaksi ngga ada lagi. Lebih rekomen bni mobile bangking dari pada aplikasi ini",1,negative
"Bni mobile beberapa bulan belakangan sulit untuk Log in.. diarahkan install wondr, tapi aplikasi ini di saya cuma bisa untuk rekening biasa (taplus).. kita bener-bener kesulitan dibuatnya.. BNI tolong dong jangan begini.., seharusnya perpindahan aplikasi malah membuat semakin nyaman, ini malah kebalikannya",1,negative
"Hati-hati menggunakan aplikasi ini, transaksi qris status nya gagal akhirnya transaksi ulang, mau cek rekening koran tambah kurang saldonya malah tidak ada, untung BNI mobile belum ku uninstall, ternyata transakai yg tertulis gagal tadi ternyata berhasil, hampir saja bersitegang dengan counter nya, ternyata aplikasinya yang membuat masalah, jangan sampai setelah migrasi ke wondr rekening koran keluar masuk saldonya tetap tidak ada, auto cabut lah bakalan",1,negative
"Aplikasinya bagus sama desainnya enak dilihat. Cuman di bagian pembayaran ada kurang, seperti pembayaran pendidikan Mungkin lain kali bisa di tambahkan untuk pembayaran pendidikan atau lainnya supaya lebih lengkap dalam satu aplikasi",4,positive
"ga ada kelebihannya selain promo, sisanya minus semua dibanding bni mobile. Tarik tunai ga bisa, layoutnya membingungkan, mau top up jadi aneh gara gara ga di kelompokin per e-wallet tapi sesuai urutan alfabet dari nama yang di simpen, dari segi estetika juga aneh menurut gw, beberapa fitur ga ada, jujur ga peduli sama fitur ngatur keuangan, dan ketidak nyamanan lainnya. buat bni tolong di improve appnya karena overall aplikasinya belom mateng dan kalo gini terus mending pake yang lama.",1,negative
"Wonder cukup bagus dan cepat, tapi sayang masih belum tersedia fitur membaca keterangan BERITA PENGIRIMAN/KETERANGAN PENGIRIMAN yang dikirim oleh orang saat transfer uang ke kita. Kalau di Mobile Banking BNI itu sangat bagus karena di Riwayat Transaksi bisa kebaca keterangan yang diketik/dikirim orang. Tolong ditambahkan menu tsb.",3,neutral
"UI nya bagus simpel. SAYANGNYA, bbrp fitur terasa sulit dicari. Daripada cuma nampilin button 'lihat semua kategori', ada baiknya untuk menampilkan seluruh icon feature yg tersedia, atau ganti warna button nya ke warna yg mencolok, bukan putih",3,neutral
"Aplikasi Wondr ini keren banget tampilannya dibanding aplikasi finansial lainnya, sangat kekinian. Fitur qris dan tapcash sangat memudahkan bagi kaum cardless seperti saya. Fitur yang ada juga sangat sudah bisa menunjang aktivitas sehari-hari terkait finansial",5,positive
transaksi lebih mudah dengan aplikasi wondr by BNI.,5,positive
"Baru download dan nyaman menggunakan aplikasinya. Terasa lebih praktis dan cepat untuk transaksi. Ada juga fitur yang bisa pantau laporan keuangan kita, jadi bisa atur keuangan bulanan lebih mudah. Daftarnya juga cepet, gaperlu ke CS. Mantap",5,positive
Baru pakai bentar langsung kepikiran buat hapus akun Wondr. Riwayat transaksi kurang baik. Cuma ada uang masuk dan keluar saja. Tidak ada saldo akhir setelah uang masuk ataupun keluar. Kalau mau download e-statement (catatan transaksi) per bulan juga bingung menu-nya ada di mana.,1,negative
keren.... minus di layanan topup ewalet kurang tersedia... 🙏🙏,5,positive
"Aplikasi sampah sering x error, read saldo juga sering salah. Update mutasi lambat. mending aplikasi yg lama. Wondr sampah kalah sm aplikasi tetangga.",1,negative
"hari ini wondr lagi bermasalah yh, karena pas mau logika berkendala",4,positive
"Bagus kok,fitur fitur nya simple mudah digunakan.sangat membantu dalam bertransaksi dan mengatur keuangan,bisa melihat pengeluaran dalam sebulan, dan aplikasi ini jg BS membantu mengontrol pengeluaran.",5,positive
"Selalu gagal transfer, uang nya juga lama kembali nya, terus banyak banget kendalanya dan lelet juga. Jadi kayak kesel aja dibuatnya. Menguji esmosi, Saya akan tetap memakai apk ini. Saya tunggu apk ini benar-benar menjadi apk yang lebih baik lagi. Kalau masih aja kendalanya belum teratasi akan saya uninstall aja lagi. Masih saya tunggu 👍",3,neutral
"Untuk pengecekan history transaksi mungkin bisa ditingkatkan lagi, biar bisa seperti bni mobile dimana kita bisa tau biaya penagihan bulanan rekening dan kartu. Sistem masih perlu peningkatan, gua transfer gak bisa pakai wondr karna gangguan, eh pakai yg mobile banking malah bisa.",3,neutral
setelah menggunakan aplikasi ini semuanya jadi mudah bertransaksi,5,positive
"Baru kali ini nyobain aplikasinya sangat mudah dan praktis, keamanan disaat login juga sangat terjaga dan yang pasti gampang ketika ingin melihat rekapan transaksinya, pokoknya best 👍",5,positive
Tampilan aplikasi menarik full colour tapi fitur nya kurang komplit .dibanding aplikasi bni sebelumnya masih kalah.berharap ada fitur e -statement ternyata tidak ada ..semoga di tambah lagi fitur nya .. untuk desainnya udah keren bangets.y dan gaul abiz,5,positive
"Mantap, Tingkatkan kualitas dan berikan pelayanan terbaik bagi nasabah",5,positive
"terlalu ribet harus pindah dari aplikasi lama ke yang ini, padahal bisa dioptimalkan di app yang lama, kebutuhan mendesak jadi terhambat karena beberapa fitur di app lama udah harus pindah ke app yang inj, kecewa berat",1,negative
"Mau transaksi ga bisa padahal pin sdh betul . nanti sdh ganti pin password lagi yang ga bisa loging padahal password sudah betul .. nanti sudah ganti password pin transaksi lagi yang ga bisa berulang ulang begitu. Ke bank CS juga ga bisa apa2 ga ada solusi. Aplikasi ga bagus ..m banking lama sangat memuaskan..beda sama aplikasi bank sebelah . makanya jarang sdh pakai BNI.. aplikasi sebelah sangat bagus, engga lama banyak orang pindah ke bank sebelah",1,negative
mohon di benahi proses jaringan baru aplikasi wonder nya. terkadang masih sulit untuk proses online pada menu tranfer.,5,positive
"sangat membantu mempermudah transaksi apapun bisa di sini,",5,positive
Aplikasi nya oke keren untuk semua transaksi fast banget dan juga bisa lihat riwayat transaksi sebelumnya. cuman satu saran saya tolong min adakan tarik tunai tanpa kartu ke semua ATM bank bersama pasti keren. Jadi gaperlu lagi pake kartu.,5,positive
"kadang masih suka ngelag dan tiba-tiba maintenance, tapi aplikasinya makin hari makin berkembang, semangat dev",5,positive
"Kebanyakan bug, setelah update malah restart daftar ulang Tolong di perbaiki.",1,negative
Fitur²nya lebih lengkap dan suka sama warnanya CERIA 🥳,5,positive
"Sangat bagus akan tetapi pada saat inggin transfer ke dana sering terjadi limit, tidak seperti Bni mobile bangking Tolong di perbaiki lagi dan di tingkatkan lagi soal kenyamanan pengguna wondr by bni",3,neutral
"Secara tampilan bagus. Tp menu nya lebih komplit BNI Mobile. Contohnya menu CC, lebih komplit di app sebelumnya. Termasuk menu2 yg lain juga banyak yg belum lengkap. Jadinya harus 2 app",4,positive
loading lama mau masuk aja tergantung koneksi,2,negative
"min kapan bisa fitur ""aktifkan rekening"" bisa digunakan",4,positive
Sering error .. tranfer berhasil tapi gak masuk rek tujuan.. banyak fitur yang hilang .. fitur setor dan tarik tunai juga hilang .. di aplikasi lama setor tunai juga gk bisa.. makin lama bni makin di bawah.,1,negative
aplikasi yang bagus untuk transaksi,5,positive
"Aplikasinya bagus mudah di pahami dan di gunakan, aksesnya mudah dan cepat. Mempermudah untuk transfer, untuk bayar E-Commers dan mengisi E-wallet. Login nya pun mudah di jamin ga ribet deh pake BNI wondr.",5,positive
sangat memudahkan sekali untuk bisa berbagi transaksi di aplikasi ini,5,positive
"Maaf ya, tapi ini otp email tuh bermasalah sekali. Kenapa ga seperti aplikasi lain ya kalo send otp email tuh langsung ada, ini perlu nunggu belasan menit bahkan bisa lebih dari itu sampai sesi otp nya habis dan akhirnya kode kadaluarsa. Tolong sekali operator diperbaiki bagian ini.",4,positive
"Aplikasinya nge bug ,udah login pertama kali terus keluar aplikasi ,pas buka aplikasi malah muncul syarat dan ketentuan,terus di ceklis malah muncul sesi berakhir disuruh login , jadi gak bisa dipake",1,negative
"Apk ini menarik karena dari warnanya, namun masih kurang lengkap kaya yang BNI mobile sebelumnya. Ditambahin kaya fitur menu buat pendidikan, soalnya mau bayar SPP bingung cari² di menunya ngga ketemu. Biasanya di BNI mobile dipisah ada di menunya. Dan juga menunya jangan digabung² biar tidak bingunng carinya",2,negative
"Makin susah dibuka skrg,tolong perbaiki app ini min",1,negative
"Aku baru pakai dan menurut aku aplikasi ini pas banget buat anak muda karna bikin hidup lebih praktis. Semua transaksi jadi simpel, trus kita bisa lihat laporan pengeluaran bulanan. Wondr by BNI juga kasi insight tentang pengeluaran kita, jadi kita lebih sadar mana yang penting dan nggak.",5,positive
"bagaimana saya mau kasih tambahan verifikasi sedangkan saya di luar negri,,,semakin tidak ribet aja aplikasinya",3,neutral
Udah scan ktp dan verifikasi wajah tetap aja timbul kata update data,1,negative
Terima kasih wonder. transaksi lebih simple dan tidak repot,5,positive
Trimakasih banyak atas kemudah dan kenyaman bertransaksi dng menggunakan wonder by BNI,5,positive
"ini aplikasi Gimana si ga bisa registrasi udah 2 hari ada kendala Mulu! padahal jaringan wifi dan data bagus. Pada saat memasukan password registrasi password sudah benar lalu saat di proses data selalu ada kendala tulisan segera diperbaiki tapi sudah 2 hari Masih saja! Sudah min saya cuman pake kartu 1 doang jaringan udah stabil masa udah 3 hari belum bisa""",1,negative
"Aplikasi sampah banget, kalo belum siap ngga usah di launching sampe ilangin menu di aplikasi lama. PD banget dah, udah tau aplikasinya masih jelek minimal aplikasi bni mobile masih berfungsi dulu. Heran banget dah",1,negative
mantap dan lancar selagi ada saldo,5,positive
"aplikasi jelek minta reload mulu, data kadang myncul kafang engga, org it nya ngapain aja sii!",1,negative
Kurang lengkap inovasi aplikasi yg baru... transaksi debet nya tidak ada keterangan dan lebih ribet dari yg lama... tampilan nya aja OK tp kurang... smoga ada perbaharui dari fitur2 yg ada lebih lengkap dan jelas... sy kasi bintang 1,1,negative
"Tiap dibuka mesti force close, force close mulu, udh gt tiap mau transaksi penting yg mengharuskan cepet / urgent malah error, lemot, suka force close, balikin m-bangking BNI yg dl, Wondr ampas banget, aplikasi blom stabil kok udh di launching global, ngeselin tau gak !!",1,negative
sangat membantu saya dalam bertransaksi jarak jauh secara online,5,positive
"mantap, aplikasinya lebih bagus daripada bni mobile",5,positive
"Aplikasi ini sangat mempermudah untuk kita transaksi kapan pun dan dimana pun. Mulai dari yang butuh token listrik, pulsa yang tiba² habis pun bisa sat set beli dan bayar melalui aplikasi ini hingga untuk beli tiket kereta whoosh juga bisa sat set melalui aplikasi ini. Tampilan aplikasinya bagus dan fitur² nya juga mudah digunakan. 1 aplikasi untuk berbagai kemudahan transaksi yang lebih praktis.",5,positive
"Kak, tolong dong di rincian transaksi, ditambahin saldo akhir. Biar gak bingung ngitungin. Biar kaya Bni mobile banking, kan setiap transaksi pasti ada tuh saldo akhir. Jadi gak perlu ngitung. Sejauh ini masih nyaman pake BNI mobile banking 😇",2,negative
transaksi simpel dan mudah dan cepat,5,positive
Setiap verifikasi wajah selalu gagal padahal sudah sesuai instruksi,1,negative
Uda instal dan upgrade sampe ke bank..tetapi ketika mau pake selalu muncul keterangan: sesi ini sudah berakhir silahkan login ulang...pdahal saat aktivasi pertama di bank uda bisaa eh mau login lagi malah selalu muncul keterangan spt itu...g bisa login2....lebih mudah aplikasi bni mobile yang pertamaaa,1,negative
"Memuaskan banget si aplikasinya komplit. Bisa top up tap cash, isi pulsa, bayar pln, sampe beli tiket woosh pun bisa. Ringan juga dibukanya dan ga lemot. Tampilannya juga mudah dipahami. Oke banget pokoknya",5,positive
sangat mudah dan membantu sekali dalam semua transaksi,5,positive
"Baru mencoba Wondr By BNI,dan ternyata sangat memudahkan untuk transaksi saya,dari transfer ataupun top up,semua semakin mudah dan cepat,hanya dalam satu Aplikasi. semoga kedepannya akan banyak promo yg menarik,agar nasabah semakin banyak yg menggunakan Wondr.",5,positive
"Transaksi jadi lebih cepat, saldo langsung terupdate setelah transaksi, warna Colourfull dan pake Qris juga banyak promonya 🫶 mohon narasi/keterangan yg sdh ditulis saat transaksi agar ditampilkan di bukti transaksi ya min. Juga ditambah untuk menu transaksi tanpa kartu, cetak rekening koran, bayar wifi profider Cbn, dan bayar kuliah juga ya min. 👍",5,positive
"Perbaiki lagi sistemnya Verivikasi wajah sangat sulit sekali, sudah ikuti pentujuk tapi selalu saja tidak berhasil²... Malas juga ulang² verivikasi wajah,, Dan juga kalau bisa aplikasi jangan masuk ulang lagi dftr baru,, apakah yg sdh trdftr tdk langsung masuk sj dgn masukan id dn pasword... Tolong perbaiki lagi sistemnya,, Sulit utk masuk wonderbni",1,negative
"Ini aplikasi parah sumpah, lelet sekali. Untuk bisnis sangat tidak disarankan. Jauh lebih bagus aplikasi mobile banking versi lama. Ini loading terus sampai seharian full.. Selalu fitur tidak tersedia. Tolong dipikirkan lagi aplikasi ini jika sudah benar benar mumpuni baru rilis di play store, ini memperlambat transaksi bisnis",1,negative
saldo cukup ta0i buat transaksi gagal terus,4,positive
sangatt simple dan baguuss pokonya top markotop... 👍👍👍,5,positive
"Untuk tampilannya tidak membosankan. Untuk masukannya, kalau bisa history transaksiny disertai jumlah saldo ditabunganny, jangan cuma pemasukan dan penengeluaran saja. Untuk e wallet dana kenapa dibatasi 2 jt..",5,positive
blum ada tarik tunai tanpa kartu sperti aplikasi yg lama,4,positive
"Wondr by BNI ini punya banyak fitur lohh gaiss seperti bayar QRIS, top-up e-wallet, virtual account, transfer ke dalam dan luar negeri, manajemen kartu, dan masih banyak lagi. Bukan hanya alat untuk transaksi, tetapi mitra bagi nasabah dalam merancang masa depan keuangan kitaa lohh😍",5,positive
bagus lancar.tp kadang kl perbaikan tidak ad info,5,positive
